order_id,order_date,due_date,material_type,destination,quantity_tonnes,priority
ORD_000995,2023-04-08,2023-04-15,HR_Coils,Ranchi,188.99564365686018,LOW
ORD_000996,2023-04-08,2023-04-21,Plates,Haldia,499.62665381588636,MEDIUM
ORD_000997,2023-04-08,2023-04-20,HR_Coils,Haldia,91.79730567341772,HIGH
ORD_000998,2023-04-08,2023-04-15,CR_Coils,Durgapur,497.9662690647915,LOW
ORD_000999,2023-04-08,2023-04-12,CR_Coils,Patna,105.57324686591946,MEDIUM
ORD_001000,2023-04-08,2023-04-13,Billets,Ranchi,122.7481716967373,LOW
ORD_001001,2023-04-09,2023-04-13,Plates,Durgapur,310.197056617867,MEDIUM
ORD_001002,2023-04-09,2023-04-14,CR_Coils,Kolkata,114.3349573408527,LOW
ORD_001003,2023-04-09,2023-04-17,Pig_Iron,Haldia,350.6271308145331,MEDIUM
ORD_001004,2023-04-09,2023-04-20,HR_Coils,Haldia,337.3685081107663,LOW
ORD_001005,2023-04-09,2023-04-12,Billets,Durgapur,98.55510851715121,LOW
ORD_001006,2023-04-09,2023-04-13,Plates,Patna,135.534597870474,HIGH
ORD_001007,2023-04-09,2023-04-23,Wire_Rods,Haldia,184.87020629455355,MEDIUM
ORD_001008,2023-04-09,2023-04-21,Wire_Rods,Ranchi,387.08763860118484,LOW
ORD_001009,2023-04-09,2023-04-16,Billets,Durgapur,209.36235003214253,MEDIUM
ORD_001010,2023-04-10,2023-04-15,Pig_Iron,Durgapur,224.80773869438733,HIGH
ORD_001011,2023-04-10,2023-04-24,HR_Coils,Patna,105.56700528632669,MEDIUM
ORD_001012,2023-04-10,2023-04-17,Pig_Iron,Haldia,200.12589444382849,MEDIUM
ORD_001013,2023-04-10,2023-04-13,Plates,Ranchi,451.8769605962258,MEDIUM
ORD_001014,2023-04-10,2023-04-21,Plates,Kolkata,258.22641950134613,LOW
ORD_001015,2023-04-10,2023-04-19,TMT_Bars,Ranchi,207.79877266830948,HIGH
ORD_001016,2023-04-10,2023-04-17,TMT_Bars,Durgapur,220.52300528524256,HIGH
ORD_001017,2023-04-10,2023-04-15,Plates,Durgapur,217.44628414283346,MEDIUM
ORD_001018,2023-04-10,2023-04-13,Wire_Rods,Haldia,362.2670072542634,LOW
ORD_001019,2023-04-10,2023-04-15,Billets,Durgapur,159.4139673723542,LOW
ORD_001020,2023-04-10,2023-04-21,Pig_Iron,Kolkata,100.5398280825351,MEDIUM
ORD_001021,2023-04-10,2023-04-23,Billets,Patna,55.03577628027662,HIGH
ORD_001022,2023-04-11,2023-04-20,Plates,Ranchi,150.98012001193592,HIGH
ORD_001023,2023-04-11,2023-04-25,Wire_Rods,Ranchi,365.0204635607791,LOW
ORD_001024,2023-04-11,2023-04-15,TMT_Bars,Kolkata,262.5561739678453,LOW
ORD_001025,2023-04-11,2023-04-14,HR_Coils,Ranchi,374.82341858525734,MEDIUM
ORD_001026,2023-04-11,2023-04-25,TMT_Bars,Durgapur,451.91676335699947,MEDIUM
ORD_001027,2023-04-11,2023-04-14,Wire_Rods,Haldia,67.90674193221886,MEDIUM
ORD_001028,2023-04-11,2023-04-18,Billets,Kolkata,266.59456768806774,HIGH
ORD_001029,2023-04-11,2023-04-23,Pig_Iron,Ranchi,416.5003140332254,LOW
ORD_001030,2023-04-11,2023-04-18,Billets,Durgapur,61.297987777329794,MEDIUM
ORD_001031,2023-04-11,2023-04-15,Plates,Kolkata,181.7152693450946,HIGH
ORD_001032,2023-04-11,2023-04-17,CR_Coils,Durgapur,364.08571846023136,HIGH
ORD_001033,2023-04-12,2023-04-19,TMT_Bars,Haldia,320.60040403009145,MEDIUM
ORD_001034,2023-04-12,2023-04-23,Billets,Ranchi,162.7076160213614,MEDIUM
ORD_001035,2023-04-12,2023-04-25,Billets,Durgapur,137.22715745433567,MEDIUM
ORD_001036,2023-04-12,2023-04-24,CR_Coils,Durgapur,127.07192761417728,MEDIUM
ORD_001037,2023-04-12,2023-04-18,CR_Coils,Kolkata,457.3655947054005,MEDIUM
ORD_001038,2023-04-12,2023-04-20,Pig_Iron,Ranchi,154.5204422181365,MEDIUM
ORD_001039,2023-04-12,2023-04-16,Pig_Iron,Durgapur,440.6429609736452,HIGH
ORD_001040,2023-04-12,2023-04-17,TMT_Bars,Haldia,306.786350011547,MEDIUM
ORD_001041,2023-04-12,2023-04-20,Billets,Durgapur,498.14955808882746,LOW
ORD_001042,2023-04-12,2023-04-19,Pig_Iron,Ranchi,239.37219905314677,MEDIUM
ORD_001043,2023-04-12,2023-04-17,Billets,Kolkata,287.0143420606639,LOW
ORD_001044,2023-04-12,2023-04-24,Plates,Kolkata,82.14131881978895,HIGH
ORD_001045,2023-04-12,2023-04-26,Wire_Rods,Haldia,338.88999285112016,MEDIUM
ORD_001046,2023-04-13,2023-04-18,TMT_Bars,Haldia,280.56837745745577,HIGH
ORD_001047,2023-04-13,2023-04-18,Billets,Patna,86.54714779977144,LOW
ORD_001048,2023-04-13,2023-04-25,Pig_Iron,Kolkata,77.75110967662297,MEDIUM
ORD_001049,2023-04-13,2023-04-18,CR_Coils,Kolkata,190.2821266741245,HIGH
ORD_001050,2023-04-13,2023-04-26,Plates,Haldia,109.6485799718704,MEDIUM
ORD_001051,2023-04-14,2023-04-21,Pig_Iron,Patna,366.55087445204305,LOW
ORD_001052,2023-04-14,2023-04-28,CR_Coils,Ranchi,453.47890447069483,LOW
ORD_001053,2023-04-14,2023-04-21,Pig_Iron,Durgapur,256.47366598141014,HIGH
ORD_001054,2023-04-14,2023-04-28,CR_Coils,Haldia,327.0213221228178,MEDIUM
ORD_001055,2023-04-14,2023-04-21,Pig_Iron,Kolkata,89.41082085880392,MEDIUM
ORD_001056,2023-04-14,2023-04-20,Wire_Rods,Ranchi,303.4817902719638,MEDIUM
ORD_001057,2023-04-14,2023-04-19,TMT_Bars,Patna,347.14556033599024,HIGH
ORD_001058,2023-04-14,2023-04-21,Pig_Iron,Kolkata,107.20106491654433,MEDIUM
ORD_001059,2023-04-14,2023-04-18,Billets,Patna,356.26768007926995,MEDIUM
ORD_001060,2023-04-15,2023-04-27,TMT_Bars,Durgapur,456.0213121810599,HIGH
ORD_001061,2023-04-15,2023-04-24,CR_Coils,Kolkata,81.5843441881005,MEDIUM
ORD_001062,2023-04-15,2023-04-28,HR_Coils,Ranchi,188.32924241736413,LOW
ORD_001063,2023-04-15,2023-04-26,HR_Coils,Haldia,475.5298150016975,LOW
ORD_001064,2023-04-15,2023-04-24,Plates,Patna,299.7559181607488,HIGH
ORD_001065,2023-04-15,2023-04-24,Pig_Iron,Kolkata,343.9777699544706,MEDIUM
ORD_001066,2023-04-15,2023-04-24,HR_Coils,Ranchi,326.27662551208346,MEDIUM
ORD_001067,2023-04-15,2023-04-22,Billets,Ranchi,325.3385000176479,LOW
ORD_001068,2023-04-15,2023-04-20,Wire_Rods,Haldia,490.674770575239,MEDIUM
ORD_001069,2023-04-15,2023-04-25,Plates,Durgapur,90.42464262453707,LOW
ORD_001070,2023-04-15,2023-04-18,TMT_Bars,Kolkata,447.69716758032973,MEDIUM
ORD_001071,2023-04-15,2023-04-23,Pig_Iron,Ranchi,486.75617517093656,LOW
ORD_001072,2023-04-15,2023-04-23,Plates,Durgapur,197.1147784190636,MEDIUM
ORD_001073,2023-04-15,2023-04-24,TMT_Bars,Patna,299.6835089386733,HIGH
ORD_001074,2023-04-15,2023-04-29,HR_Coils,Kolkata,63.678078391312866,LOW
ORD_001075,2023-04-16,2023-04-19,HR_Coils,Kolkata,189.806923076885,LOW
ORD_001076,2023-04-16,2023-04-30,Pig_Iron,Patna,149.9236781785711,LOW
ORD_001077,2023-04-16,2023-04-19,Wire_Rods,Patna,109.04110903749199,MEDIUM
ORD_001078,2023-04-16,2023-04-28,CR_Coils,Patna,380.7218368172012,MEDIUM
ORD_001079,2023-04-16,2023-04-26,Plates,Patna,311.9721077817474,MEDIUM
ORD_001080,2023-04-16,2023-04-28,HR_Coils,Haldia,82.19713342960222,LOW
ORD_001081,2023-04-17,2023-04-25,Plates,Durgapur,392.1738595479459,MEDIUM
ORD_001082,2023-04-17,2023-04-29,CR_Coils,Haldia,81.29855283781009,MEDIUM
ORD_001083,2023-04-17,2023-04-22,Plates,Ranchi,393.70323934765236,MEDIUM
ORD_001084,2023-04-17,2023-04-23,CR_Coils,Durgapur,115.72885172099862,LOW
ORD_001085,2023-04-17,2023-04-25,Pig_Iron,Ranchi,413.2540812561588,MEDIUM
ORD_001086,2023-04-17,2023-04-23,HR_Coils,Durgapur,436.5501273245167,MEDIUM
ORD_001087,2023-04-17,2023-04-29,Wire_Rods,Ranchi,248.40613615676614,MEDIUM
ORD_001088,2023-04-18,2023-04-25,TMT_Bars,Haldia,427.0996500690842,LOW
ORD_001089,2023-04-18,2023-05-02,Plates,Kolkata,153.65932696171828,MEDIUM
ORD_001090,2023-04-18,2023-04-24,Wire_Rods,Patna,360.22412644467903,LOW
ORD_001091,2023-04-18,2023-04-24,CR_Coils,Ranchi,188.48531803166796,LOW
ORD_001092,2023-04-18,2023-04-23,Pig_Iron,Ranchi,201.6153572719261,LOW
ORD_001093,2023-04-18,2023-05-01,Plates,Durgapur,401.5731895220521,LOW
ORD_001094,2023-04-18,2023-04-30,CR_Coils,Durgapur,459.7698647321471,MEDIUM
ORD_001095,2023-04-18,2023-04-28,Wire_Rods,Kolkata,413.08574974524737,LOW
ORD_001096,2023-04-18,2023-04-22,Billets,Ranchi,64.6339441694728,MEDIUM
ORD_001097,2023-04-18,2023-04-29,CR_Coils,Patna,124.75179936987234,MEDIUM
ORD_001098,2023-04-18,2023-05-02,Wire_Rods,Ranchi,231.83716998256847,LOW
ORD_001099,2023-04-18,2023-04-28,CR_Coils,Kolkata,445.9103441245496,MEDIUM
ORD_001100,2023-04-18,2023-04-30,Pig_Iron,Ranchi,430.7994367693135,LOW
ORD_001101,2023-04-18,2023-04-23,CR_Coils,Patna,283.95858360174884,MEDIUM
ORD_001102,2023-04-19,2023-05-03,HR_Coils,Patna,484.4081409886119,MEDIUM
ORD_001103,2023-04-19,2023-04-24,TMT_Bars,Haldia,254.05791344680884,MEDIUM
ORD_001104,2023-04-19,2023-04-29,HR_Coils,Ranchi,222.69071459092387,MEDIUM
ORD_001105,2023-04-19,2023-04-27,TMT_Bars,Ranchi,90.98191228565126,MEDIUM
ORD_001106,2023-04-19,2023-04-28,Billets,Ranchi,375.17260714959997,MEDIUM
ORD_001107,2023-04-19,2023-04-25,HR_Coils,Patna,379.0615118572092,MEDIUM
ORD_001108,2023-04-19,2023-04-23,HR_Coils,Durgapur,116.05907117375006,LOW
ORD_001109,2023-04-19,2023-04-22,HR_Coils,Haldia,235.22901444972985,MEDIUM
ORD_001110,2023-04-19,2023-04-24,CR_Coils,Patna,307.7526054615953,MEDIUM
ORD_001111,2023-04-19,2023-05-01,HR_Coils,Ranchi,218.7192276784909,MEDIUM
ORD_001112,2023-04-20,2023-04-23,Wire_Rods,Haldia,63.34733460392648,MEDIUM
ORD_001113,2023-04-20,2023-05-01,HR_Coils,Kolkata,311.26359032810115,LOW
ORD_001114,2023-04-20,2023-05-04,Pig_Iron,Durgapur,455.23217051539876,MEDIUM
ORD_001115,2023-04-20,2023-04-25,HR_Coils,Durgapur,241.9849753039903,MEDIUM
ORD_001116,2023-04-20,2023-04-29,Plates,Haldia,462.9620974319997,MEDIUM
ORD_001117,2023-04-20,2023-04-30,Billets,Kolkata,71.16964903790102,LOW
ORD_001118,2023-04-20,2023-05-01,Wire_Rods,Patna,238.4108039757109,LOW
ORD_001119,2023-04-20,2023-04-28,Wire_Rods,Durgapur,186.711968293266,LOW
ORD_001120,2023-04-20,2023-04-30,Billets,Haldia,413.9449838553894,LOW
ORD_001121,2023-04-20,2023-05-01,HR_Coils,Haldia,336.7653921815421,MEDIUM
ORD_001122,2023-04-20,2023-04-28,CR_Coils,Durgapur,361.2935955132442,MEDIUM
ORD_001123,2023-04-20,2023-04-27,Billets,Patna,447.80189449451757,MEDIUM
ORD_001124,2023-04-20,2023-05-04,Billets,Patna,119.63571921231531,LOW
ORD_001125,2023-04-21,2023-04-26,Pig_Iron,Ranchi,98.07589035551452,MEDIUM
ORD_001126,2023-04-21,2023-04-24,CR_Coils,Ranchi,183.09395933316287,LOW
ORD_001127,2023-04-21,2023-05-03,TMT_Bars,Ranchi,189.1302725319285,MEDIUM
ORD_001128,2023-04-21,2023-04-30,Wire_Rods,Ranchi,234.5619592710577,MEDIUM
ORD_001129,2023-04-21,2023-04-25,HR_Coils,Kolkata,306.70765631439576,LOW
ORD_001130,2023-04-21,2023-04-29,Plates,Durgapur,247.05350932117327,MEDIUM
ORD_001131,2023-04-21,2023-05-01,Billets,Durgapur,91.24276088543536,MEDIUM
ORD_001132,2023-04-21,2023-04-29,Plates,Ranchi,253.53244869767457,HIGH
ORD_001133,2023-04-21,2023-04-28,TMT_Bars,Ranchi,388.94417100758324,MEDIUM
ORD_001134,2023-04-22,2023-05-02,TMT_Bars,Kolkata,404.0222010590161,HIGH
ORD_001135,2023-04-22,2023-04-29,Billets,Kolkata,293.5462127018264,LOW
ORD_001136,2023-04-22,2023-05-06,Plates,Kolkata,157.38077728485717,LOW
ORD_001137,2023-04-22,2023-05-04,Billets,Durgapur,491.28645607379593,LOW
ORD_001138,2023-04-22,2023-04-27,Pig_Iron,Patna,162.3240283459149,MEDIUM
ORD_001139,2023-04-22,2023-04-28,CR_Coils,Haldia,391.02769264894005,LOW
ORD_001140,2023-04-22,2023-04-25,CR_Coils,Haldia,499.34231653383364,MEDIUM
ORD_001141,2023-04-22,2023-04-25,Billets,Ranchi,138.34615285725067,HIGH
ORD_001142,2023-04-22,2023-04-28,Pig_Iron,Kolkata,244.21947513729444,MEDIUM
ORD_001143,2023-04-22,2023-04-30,CR_Coils,Kolkata,272.1246368594964,MEDIUM
ORD_001144,2023-04-22,2023-04-27,TMT_Bars,Ranchi,145.9540248248926,MEDIUM
ORD_001145,2023-04-23,2023-05-06,TMT_Bars,Haldia,315.40123914802393,LOW
ORD_001146,2023-04-23,2023-04-27,Billets,Patna,438.64632989433096,HIGH
ORD_001147,2023-04-23,2023-05-04,CR_Coils,Ranchi,409.49388630732005,HIGH
ORD_001148,2023-04-23,2023-04-26,CR_Coils,Ranchi,257.0869718484562,LOW
ORD_001149,2023-04-23,2023-04-30,Wire_Rods,Haldia,182.94183807989944,LOW
ORD_001150,2023-04-23,2023-04-28,CR_Coils,Ranchi,108.06545219280585,LOW
ORD_001151,2023-04-23,2023-04-29,Billets,Haldia,278.8919877272011,MEDIUM
ORD_001152,2023-04-23,2023-05-05,CR_Coils,Ranchi,264.6716943652125,MEDIUM
ORD_001153,2023-04-23,2023-05-01,Wire_Rods,Durgapur,262.39441364580335,MEDIUM
ORD_001154,2023-04-23,2023-05-06,Pig_Iron,Durgapur,147.86748191197893,MEDIUM
ORD_001155,2023-04-23,2023-05-02,Plates,Ranchi,215.40606123432065,MEDIUM
ORD_001156,2023-04-23,2023-05-01,Wire_Rods,Patna,321.6396197524544,MEDIUM
ORD_001157,2023-04-24,2023-05-06,Plates,Patna,304.01044722509073,LOW
ORD_001158,2023-04-24,2023-05-01,HR_Coils,Patna,474.54920291181566,MEDIUM
ORD_001159,2023-04-24,2023-05-03,Pig_Iron,Haldia,67.3395564660171,MEDIUM
ORD_001160,2023-04-24,2023-05-04,HR_Coils,Patna,320.49601184715567,LOW
ORD_001161,2023-04-24,2023-05-02,Plates,Kolkata,107.59636598291894,HIGH
ORD_001162,2023-04-24,2023-05-03,Billets,Haldia,430.9909234146351,HIGH
ORD_001163,2023-04-24,2023-04-29,CR_Coils,Haldia,214.98803847776495,LOW
ORD_001164,2023-04-24,2023-05-06,Wire_Rods,Kolkata,298.7911416932023,LOW
ORD_001165,2023-04-24,2023-04-30,HR_Coils,Kolkata,312.07217573001674,MEDIUM
ORD_001166,2023-04-25,2023-04-30,Wire_Rods,Durgapur,190.83607706985168,MEDIUM
ORD_001167,2023-04-25,2023-05-02,HR_Coils,Ranchi,338.82566884290094,HIGH
ORD_001168,2023-04-25,2023-05-09,CR_Coils,Kolkata,75.86656493572559,MEDIUM
ORD_001169,2023-04-25,2023-05-03,Plates,Durgapur,291.2128623031375,LOW
ORD_001170,2023-04-25,2023-04-30,Plates,Haldia,350.5451237374436,LOW
ORD_001171,2023-04-25,2023-05-08,Wire_Rods,Haldia,283.5949705922968,MEDIUM
ORD_001172,2023-04-25,2023-05-04,TMT_Bars,Haldia,70.14428842240238,MEDIUM
ORD_001173,2023-04-25,2023-04-30,HR_Coils,Kolkata,310.68749238568626,MEDIUM
ORD_001174,2023-04-25,2023-05-01,Wire_Rods,Kolkata,125.00954068756671,HIGH
ORD_001175,2023-04-25,2023-05-05,Pig_Iron,Kolkata,219.51732633895844,MEDIUM
ORD_001176,2023-04-25,2023-05-03,TMT_Bars,Ranchi,162.8177026015361,MEDIUM
ORD_001177,2023-04-25,2023-04-29,Wire_Rods,Ranchi,229.72536716228345,MEDIUM
ORD_001178,2023-04-25,2023-05-09,TMT_Bars,Kolkata,494.55026014267696,MEDIUM
ORD_001179,2023-04-26,2023-05-09,CR_Coils,Haldia,84.92013814547616,LOW
ORD_001180,2023-04-26,2023-05-02,Plates,Patna,206.52909437080575,MEDIUM
ORD_001181,2023-04-26,2023-05-06,TMT_Bars,Patna,346.0764674198999,MEDIUM
ORD_001182,2023-04-26,2023-05-02,Pig_Iron,Ranchi,465.92053719671117,HIGH
ORD_001183,2023-04-26,2023-05-01,HR_Coils,Durgapur,239.38936228175322,LOW
ORD_001184,2023-04-26,2023-04-30,TMT_Bars,Haldia,235.46467657882474,MEDIUM
ORD_001185,2023-04-26,2023-05-07,Pig_Iron,Kolkata,118.05321952905912,MEDIUM
ORD_001186,2023-04-26,2023-05-09,Wire_Rods,Kolkata,280.51432851942434,MEDIUM
ORD_001187,2023-04-26,2023-04-29,Pig_Iron,Ranchi,446.70353095451344,LOW
ORD_001188,2023-04-26,2023-05-07,Billets,Kolkata,391.0867064063409,MEDIUM
ORD_001189,2023-04-26,2023-05-08,TMT_Bars,Patna,383.54127792899334,HIGH
ORD_001190,2023-04-26,2023-05-04,Wire_Rods,Ranchi,453.5256838161812,LOW
ORD_001191,2023-04-26,2023-05-04,Wire_Rods,Haldia,395.71740145643184,LOW
ORD_001192,2023-04-26,2023-05-08,HR_Coils,Patna,201.2257245480514,MEDIUM
ORD_001193,2023-04-26,2023-05-06,Pig_Iron,Haldia,242.7618116403066,MEDIUM
ORD_001194,2023-04-27,2023-05-03,Pig_Iron,Ranchi,422.04228504030954,HIGH
ORD_001195,2023-04-27,2023-05-07,TMT_Bars,Patna,246.3851886116292,MEDIUM
ORD_001196,2023-04-27,2023-05-05,Plates,Ranchi,257.25990323263443,HIGH
ORD_001197,2023-04-27,2023-05-09,Billets,Patna,496.38686124435213,MEDIUM
ORD_001198,2023-04-27,2023-05-07,Plates,Kolkata,346.1120075697233,LOW
ORD_001199,2023-04-27,2023-05-07,HR_Coils,Kolkata,318.06013876813023,MEDIUM
ORD_001200,2023-04-27,2023-05-02,Pig_Iron,Kolkata,470.10005554321236,MEDIUM
ORD_001201,2023-04-27,2023-05-10,CR_Coils,Durgapur,129.33481941108474,MEDIUM
ORD_001202,2023-04-27,2023-05-09,Pig_Iron,Haldia,96.87138548873085,MEDIUM
ORD_001203,2023-04-28,2023-05-09,HR_Coils,Kolkata,441.4153860799699,LOW
ORD_001204,2023-04-28,2023-05-07,Plates,Kolkata,319.9898284055559,MEDIUM
ORD_001205,2023-04-28,2023-05-06,Plates,Haldia,148.0588797676536,MEDIUM
ORD_001206,2023-04-28,2023-05-09,Plates,Ranchi,257.27163164676506,LOW
ORD_001207,2023-04-28,2023-05-03,CR_Coils,Patna,243.8729607492386,MEDIUM
ORD_001208,2023-04-28,2023-05-03,Pig_Iron,Haldia,468.7346153602466,MEDIUM
ORD_001209,2023-04-28,2023-05-07,Wire_Rods,Ranchi,126.72038558595547,HIGH
ORD_001210,2023-04-28,2023-05-01,HR_Coils,Durgapur,149.2545472513816,MEDIUM
ORD_001211,2023-04-28,2023-05-05,CR_Coils,Haldia,494.91480809577337,MEDIUM
ORD_001212,2023-04-29,2023-05-09,Billets,Patna,339.8587251083966,MEDIUM
ORD_001213,2023-04-29,2023-05-03,Wire_Rods,Haldia,104.1188069521802,MEDIUM
ORD_001214,2023-04-29,2023-05-06,Wire_Rods,Ranchi,493.95078724447956,LOW
ORD_001215,2023-04-29,2023-05-05,Billets,Patna,53.49136265844631,MEDIUM
ORD_001216,2023-04-29,2023-05-02,Pig_Iron,Ranchi,262.53327916375054,MEDIUM
ORD_001217,2023-04-29,2023-05-11,HR_Coils,Haldia,352.4123280583157,LOW
ORD_001218,2023-04-29,2023-05-10,Wire_Rods,Patna,92.64305523997913,LOW
ORD_001219,2023-04-29,2023-05-10,HR_Coils,Kolkata,436.0308666017249,MEDIUM
ORD_001220,2023-04-30,2023-05-14,HR_Coils,Patna,323.2037358507556,MEDIUM
ORD_001221,2023-04-30,2023-05-06,Plates,Kolkata,278.43142794148235,MEDIUM
ORD_001222,2023-04-30,2023-05-14,Wire_Rods,Haldia,147.02850123309872,LOW
ORD_001223,2023-04-30,2023-05-04,Wire_Rods,Haldia,474.37754539606635,MEDIUM
ORD_001224,2023-04-30,2023-05-08,CR_Coils,Durgapur,446.26797176889363,HIGH
ORD_001225,2023-04-30,2023-05-05,TMT_Bars,Patna,306.7064822042327,MEDIUM
ORD_001226,2023-04-30,2023-05-10,Billets,Patna,75.3499831660119,MEDIUM
ORD_001227,2023-04-30,2023-05-04,Wire_Rods,Kolkata,211.39907645731589,HIGH
ORD_001228,2023-04-30,2023-05-10,Wire_Rods,Ranchi,124.90636927095598,MEDIUM
ORD_001229,2023-04-30,2023-05-12,Plates,Durgapur,183.25200415838984,MEDIUM
ORD_001230,2023-04-30,2023-05-14,CR_Coils,Ranchi,261.5167737230636,HIGH
ORD_001231,2023-04-30,2023-05-09,TMT_Bars,Haldia,152.77188576826774,LOW
ORD_001232,2023-04-30,2023-05-03,Plates,Kolkata,176.22863362647746,HIGH
ORD_001233,2023-04-30,2023-05-07,HR_Coils,Haldia,209.20894851557688,MEDIUM
ORD_001234,2023-04-30,2023-05-09,Wire_Rods,Ranchi,494.6778046527261,LOW
ORD_001235,2023-05-01,2023-05-04,Billets,Ranchi,120.47856483630181,MEDIUM
ORD_001236,2023-05-01,2023-05-15,Pig_Iron,Haldia,339.45727792021063,HIGH
ORD_001237,2023-05-01,2023-05-05,Billets,Kolkata,395.4276697539356,HIGH
ORD_001238,2023-05-01,2023-05-07,Billets,Patna,159.255944611988,MEDIUM
ORD_001239,2023-05-01,2023-05-12,TMT_Bars,Haldia,457.385749332157,MEDIUM
ORD_001240,2023-05-02,2023-05-16,Pig_Iron,Haldia,180.0463966360325,LOW
ORD_001241,2023-05-02,2023-05-14,HR_Coils,Haldia,468.47619974540436,HIGH
ORD_001242,2023-05-02,2023-05-11,Pig_Iron,Ranchi,289.71201182841753,HIGH
ORD_001243,2023-05-02,2023-05-07,Wire_Rods,Patna,375.217120673131,MEDIUM
ORD_001244,2023-05-02,2023-05-14,Pig_Iron,Patna,246.4767439211095,MEDIUM
ORD_001245,2023-05-02,2023-05-14,TMT_Bars,Durgapur,177.46985341256658,LOW
ORD_001246,2023-05-02,2023-05-13,Pig_Iron,Haldia,470.7642459347854,MEDIUM
ORD_001247,2023-05-02,2023-05-11,Plates,Haldia,422.81394801044746,MEDIUM
ORD_001248,2023-05-02,2023-05-10,TMT_Bars,Patna,294.7304631101216,LOW
ORD_001249,2023-05-02,2023-05-15,Plates,Ranchi,402.90416456113087,HIGH
ORD_001250,2023-05-03,2023-05-11,TMT_Bars,Patna,266.1972720011796,MEDIUM
ORD_001251,2023-05-03,2023-05-12,HR_Coils,Haldia,150.30871224327072,MEDIUM
ORD_001252,2023-05-03,2023-05-08,Plates,Patna,476.56856742545204,HIGH
ORD_001253,2023-05-03,2023-05-15,Pig_Iron,Patna,209.72264097910255,MEDIUM
ORD_001254,2023-05-03,2023-05-10,Pig_Iron,Ranchi,72.9723703946695,LOW
ORD_001255,2023-05-03,2023-05-10,Billets,Kolkata,278.96033894292805,MEDIUM
ORD_001256,2023-05-03,2023-05-15,Billets,Ranchi,124.69707588147335,HIGH
ORD_001257,2023-05-03,2023-05-06,HR_Coils,Ranchi,176.1687529792282,HIGH
ORD_001258,2023-05-03,2023-05-17,Wire_Rods,Ranchi,384.9989207947539,MEDIUM
ORD_001259,2023-05-03,2023-05-12,Wire_Rods,Durgapur,257.21502549662694,MEDIUM
ORD_001260,2023-05-03,2023-05-09,Plates,Kolkata,343.23957918033017,LOW
ORD_001261,2023-05-04,2023-05-09,TMT_Bars,Patna,264.9339284423188,MEDIUM
ORD_001262,2023-05-04,2023-05-18,Pig_Iron,Durgapur,427.97277812210035,MEDIUM
ORD_001263,2023-05-04,2023-05-18,Wire_Rods,Ranchi,179.78287246223053,LOW
ORD_001264,2023-05-04,2023-05-18,Pig_Iron,Ranchi,408.77724414408,HIGH
ORD_001265,2023-05-04,2023-05-13,Wire_Rods,Durgapur,273.3052986144522,HIGH
ORD_001266,2023-05-04,2023-05-11,CR_Coils,Kolkata,432.16685927080266,MEDIUM
ORD_001267,2023-05-05,2023-05-08,Billets,Patna,97.23102242170145,MEDIUM
ORD_001268,2023-05-05,2023-05-18,TMT_Bars,Kolkata,93.84213648974097,LOW
ORD_001269,2023-05-05,2023-05-16,HR_Coils,Haldia,249.220390927911,LOW
ORD_001270,2023-05-05,2023-05-17,Wire_Rods,Durgapur,242.1645838287899,MEDIUM
ORD_001271,2023-05-05,2023-05-13,Pig_Iron,Ranchi,157.85720663676605,LOW
ORD_001272,2023-05-05,2023-05-11,Pig_Iron,Kolkata,315.45177973331147,LOW
ORD_001273,2023-05-05,2023-05-19,Pig_Iron,Durgapur,328.1413635667989,LOW
ORD_001274,2023-05-06,2023-05-13,Wire_Rods,Durgapur,244.58344195698302,LOW
ORD_001275,2023-05-06,2023-05-17,Billets,Haldia,262.2054490166491,HIGH
ORD_001276,2023-05-06,2023-05-13,CR_Coils,Kolkata,83.22573385199976,LOW
ORD_001277,2023-05-06,2023-05-16,Billets,Haldia,171.35772067073827,HIGH
ORD_001278,2023-05-06,2023-05-14,HR_Coils,Durgapur,253.5332603714739,LOW
ORD_001279,2023-05-06,2023-05-18,Pig_Iron,Haldia,145.06772292273564,HIGH
ORD_001280,2023-05-06,2023-05-10,HR_Coils,Durgapur,230.94151935862214,LOW
ORD_001281,2023-05-07,2023-05-11,HR_Coils,Durgapur,120.3565863877503,MEDIUM
ORD_001282,2023-05-07,2023-05-18,Wire_Rods,Patna,402.81979232504676,LOW
ORD_001283,2023-05-07,2023-05-17,Plates,Ranchi,379.3558164163729,MEDIUM
ORD_001284,2023-05-07,2023-05-12,TMT_Bars,Durgapur,89.21215393788523,LOW
ORD_001285,2023-05-07,2023-05-13,Wire_Rods,Ranchi,242.38734231330963,MEDIUM
ORD_001286,2023-05-07,2023-05-15,Plates,Ranchi,163.89568599174834,LOW
ORD_001287,2023-05-07,2023-05-19,TMT_Bars,Kolkata,242.0601293480736,HIGH
ORD_001288,2023-05-07,2023-05-11,TMT_Bars,Patna,349.6032711252593,HIGH
ORD_001289,2023-05-08,2023-05-17,Plates,Patna,120.3008601581293,MEDIUM
ORD_001290,2023-05-08,2023-05-11,CR_Coils,Patna,142.51849924859656,LOW
ORD_001291,2023-05-08,2023-05-19,TMT_Bars,Ranchi,392.7439930783112,HIGH
ORD_001292,2023-05-08,2023-05-14,TMT_Bars,Durgapur,229.3484509241395,LOW
ORD_001293,2023-05-08,2023-05-14,Plates,Kolkata,153.54448422223106,MEDIUM
